Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Analyst-FIAT,40 k € - 45 k € (Esti. de Glassdoor),"Binance is the global blockchain company behind the world’s largest digital asset exchange by trading volume and users, serving a greater mission to accelerate cryptocurrency adoption and increase the freedom of money.

Are you looking to be a part of the most influential company in the blockchain industry and contribute to the crypto-currency revolution that is changing the world?
Responsibilities:
Working closely with different stakeholders (e.g. Operation, Business, Product, etc.) to develop analyses that lead to actionable business or product insights",3.8,"Binance
3.8",Paris,De 1 001 à 5 000 employés,2017,Entreprise non cotée en bourse,Internet,Informatique,Entre 500 millions et 1 milliard $ (USD)
Data Scientist - FRANFINANCE-(H/F),40 k € - 45 k € (Esti. de Glassdoor),"Vos missions au quotidien
Au sein de la Direction Datascience Marketing et Modélisation de la Division du Financement aux Particuliers, qui produit et distribue des crédits et des services auprès de particuliers en direct ou par l’intermédiaire de partenaires (distributeurs, assureurs, banquiers et fintech), vous rejoignez le pôle Datascience et Risque en tant que Data Scientist.
Le Data Scientist aura la charge de :
Assurer et faire évoluer nos reportings distribués aux différentes directions de FRANFINANCE (risque, finance, recouvrement, marketing) et à nos partenaires",3.7,"Franfinance
3.7",Nanterre,Plus de 10 000 employés,1864,Entreprise non cotée en bourse,Investissements bancaires et gestion d''actifs,Finances,Plus de 10 milliards de dollars US
Apprentie Data Scientist,40 k € - 45 k € (Esti. de Glassdoor),"FIRMENICH est la plus grande entreprise familiale dans le domaine de la création de parfums et arômes alimentaires. Société suisse de dimension internationale notre passion pour les parfums et les arômes, notre créativité et notre innovation, associés à notre compréhension des perceptions sensorielles et des tendances ont fait notre réputation. Nos importants investissements en R&D nourrissent notre désir de comprendre, partager et réinventer le meilleur de ce que la nature nous offre dans le domaine des arômes et des parfums.

FIRMENICH emploie environ 10 000 personnes dans le monde dans 64 pays.

Firmenich recherche,

un(e) Alternant(e) Data Scientist

à compter de Septembre 2022 basé à Neuilly-sur-Seine

Type de contrat Apprentissage

Durée 24 mois

Localisation 41-43 rue de Villiers 92200 Neuilly-sur-Seine

Key Responsabilities

We value

Vous êtes reconnu comme une personne autonome, agile et allant de l’avant. Vous êtes reconnue comme une personne enthousiaste, avec un relationnel facile. Grâce à votre rigueur et le respect des règles et consignes, vous apprenez vite. Vous aimez apprendre seul, vous aimez suivre des protocoles.

Vous savez apporter des idées nouvelles, en respectant la forme et le fond.

Vos premiers stages ont confirmé votre intérêt pour le secteur BtoB et/ou BtC international et vous ont déjà permis de développer vos connaissances et votre motivation pour les métiers des Achats.


Profil

Master 1 Statistique biologie, Science
Anglais, Fluent

We offer

Firmenich Paris recense une communauté de 350 collaborateurs engagés, passionnés par leur métier, experts et aimant le partage de leur savoir-faire.

Notre communauté de salariés est très engagée sur les thématiques du développement durable, de la diversité et l’inclusion ainsi que les droits humains.

En tant qu’alternant chez Firmenich vous participerez à un parcours d’excellence, inspirant facilitant l’employabilité. Vous allez vous créer un réseau international en rejoignant un groupe de 30 alternants au sein d’une entreprise où le partage du savoir-faire est la clé de notre succès.

Durant votre apprentissage vous serez accompagné d’un tuteur expert qui aura pour rôle de vous former et de vous guider tout au long de votre intégration.

Nous offrons à nos salariés de nombreux avantages (Parking, carte tickets restaurants, télé travail, participation etc...)

#LI-FIR1",3.7,"Firmenich
3.7",Paris,De 5 001 à 10 000 employés,1895,Entreprise non cotée en bourse,"Magasins de chaussures, de vêtements et grands magasins",Vente au détail,Entre 2 et 5 milliards de dollars US
Data Scientist H/F,40 k € - 45 k € (Esti. de Glassdoor),"Toulouse
CDI
Description du poste
Vous cherchez à rejoindre une équipe dynamique sur Toulouse ? Travailler dans un environnement Start Up avec les avantages d’une structure en pleine croissance telle que SOLUTEC ? Alors ce poste est fait pour vous !
Nous recherchons pour notre agence Toulousaine un(e) Data Scientist. Vous aurez pour missions :
Collecte des besoins des équipes métiers en termes d’analyse de données pertinentes pour l’entreprise
En tant que consultant, votre rôle comprendra également des aspects plus globaux, comme la veille technologique et le conseil auprès du client sur de nouveaux outils.
Issu(e) d'une formation ingénieur ou d'un cursus universitaire (Bac+4 /Bac+5, vous avez un vrai attrait pour les données. Vous avez dans l'idéal une bonne connaissance sur le langage Python (et/ou R). Attrait pour la Business Intelligence et les outils type Talend, Power BI, Qliksense, Tableau etc.",3.2,"Solutec
3.2",Toulouse,De 1 001 à 5 000 employés,Entreprise cotée en bourse,Services informatiques,Informatique,Entre 50 et 100 millions de dollars US,-1
Artificial Intelligence & Machine Learning Data Scientist,40 k € - 45 k € (Esti. de Glassdoor),"Artificial Intelligence & Machine Learning Data Scientist
Clamart - France

Job Title:
Artificial Intelligence & Machine Learning Data Scientist

Location:",3.8,"Schlumberger
3.8",Clamart,Plus de 10 000 employés,1926,Entreprise cotée en bourse,Services pétroliers et gaziers,"Pétrole, gaz, énergie et services publics",Plus de 10 milliards de dollars US
Airbus Atlantic - Analyste décisionnel - Data Analyst - Industrie du Futur (H/F),40 k € - 45 k € (Esti. de Glassdoor),"Job Description:
Vous êtes à la recherche d'un nouveau challenge ?
Vous avez la volonté d'être moteur dans le processus de transformation du secteur Aéronautique en vue de préparer l'avion de demain ? Rejoignez l'industrie du Futur Airbus Atlantic !
L'ambition est de préparer notre Industrie pour le futur avion décarboné en réponse aux enjeux environnementaux et de compétitivité que porte Airbus Atlantic.
Un poste de Data Analyst (H/F) vient de s'ouvrir au sein d'Airbus Atlantic, basé à Toulouse.
Vous rejoindrez le département Digital Transformation Office (DTO) pour travailler dans le cadre du programme « Industrie du Futur ». Notre activité s'axe autour de la data intelligence et de la digitalisation des processus industriels.


Airbus Atlantic
Permanent Contract / CDI / Unbefristet / Contrato indefinido
Professional / Expérimenté(e) / Professionell / Profesional
Information Mgmt and Digital Technology <JF-IM-DI>",4.1,"Airbus
4.1",Toulouse,Plus de 10 000 employés,1970,Entreprise cotée en bourse,Aérospatiale et Défense,Aérospatiale et Défense,Plus de 10 milliards de dollars US
Audio data scientist,40 k € - 45 k € (Esti. de Glassdoor),"Vous aimez les nouvelles technologies et les technologies audio en particulier? Venez rejoindre une équipe d’experts de haut niveau appliquant les technologies de machine learning pour le traitement sonore.
Afin de développer son offre d’application d’outils de reconnaissance sonore, Wavely recherche un data scientist pour rejoindre son équipe technique. Celle-ci est dédiée au développement d’algorithmes de reconnaissance et de classification automatique des signaux sonores pour les intégrer au sein de capteurs acoustiques. Au sein de cette équipe :
Vous développez des outils de traitement du signal temps-réel pour la détection et la classification d’événements acoustiques.",4.5,"Wavely SAS
4.5",Villeneuve-d'Ascq,De 1 à 50 employés,2016,Entreprise non cotée en bourse,Solutions logicielles et réseau d''entreprise,Informatique,Ne sait pas / non applicable
Data Scientist (H/F),40 k € - 45 k € (Esti. de Glassdoor),"Syngenta figure parmi les leaders mondiaux pour ses activités. Le groupe emploie plus de 28000 personnes dans plus de 90 pays qui n’ont qu’un seul objectif: exprimer le potentiel des plantes. Par nos capacités scientifiques de premier plan, notre présence mondiale et notre engagement en faveur des clients, nous aidons à accroître les rendements et la rentabilité des cultures, à protéger l’environnement et à améliorer la santé et la qualité de vie.
Plus d’informations sur www.syngenta.com
Nous recherchons un(e) Data Scientist, pour rejoindre l’équipe Support Commercial et Planning dans le cadre d’un CDI. Nous vous attendons pour un démarrage dans les meilleurs délais. Le poste est localisé à Guyancourt (station Saint Quentin en Yvelines, RER C, Ligne U et N).",4.2,"Syngenta
4.2",Guyancourt,Plus de 10 000 employés,2000,Entreprise non cotée en bourse,Production alimentaire,Agriculture et sylviculture,Entre 10 et 25 millions de dollars US
Data Analyst H/F,40 k € - 45 k € (Esti. de Glassdoor),"Systèmes d'Information
COURBEVOIE(PLD)-COUPOLE(FRA)
France
Description du poste
TotalEnergies recherche un(e) Data Analyst. Le poste est basé à la Défense.

Pour réussir à intégrer les métiers de l’électricité et des énergies renouvelables, TotalEnergies a créé une nouvelle entité OneTech qui regroupe l'ensemble des expertises techniques et de R&D des branches (Exploration & Production, Raffinage Chimie, Marketing & Services et Gas, Renewables & Power). Avec près de 3 400 ingénieurs et techniciens répartis sur plusieurs sites en Europe, OneTech est organisé autour de 3 pôles, un pôle industriel pour accompagner la croissance de la Compagnie dans le gaz, les énergies renouvelables, l’électricité et la réduction des émissions de CO2, un pôle Recherche & Développement pour poursuivre la transformation de TotalEnergies en donnant la priorité au mix bas carbone et un pôle fonctions supports.
Dans un environnement en transformation avec des mutations technologiques rapides vous assurez la qualité, l’exhaustivité, la visibilité et l’accessibilité des données gérées par votre service et êtes moteur de la transformation Digitale.

Rattaché (e ) au responsable d’équipe Industrial Data, au sein d’une équipe d’environ dix personnes travaillant sur des projets Data Sciences, vos principales missions sont les suivantes :",4.0,"TotalEnergies
4.0",Courbevoie,Plus de 10 000 employés,1924,Entreprise cotée en bourse,Énergie,"Pétrole, gaz, énergie et services publics",Entre 25 et 50 millions de dollars US
Data Scientist - Open-Data Miner,40 k € - 45 k € (Esti. de Glassdoor),"Location
75001 PARIS
France
Job type
Contrat à Durée Indéterminée
Company
Founded in 2014, Deepki supports real estate players in their transition to net zero and sustainability. To achieve this transition towards sustainability, Deepki helps realign stakeholders’ interests to build efficient strategies and transform real estate into a positive force for the planet.
Deepki is the only company offering a fully populated ESG data intelligence platform combined with expert advisory services. The company’s end-to-end solutions leverage data to improve ESG performance and enhance the value of real estate assets.",4.5,"DEEPKI
4.5",Paris,De 51 à 200 employés,Entreprise non cotée en bourse,Matériel et logiciels informatiques,Informatique,Ne sait pas / non applicable,-1
DATA SCIENTIST CYBERSECURITE H/F,40 k € - 45 k € (Esti. de Glassdoor),"Contrat : CDI
Rémunération : Selon profil
Lieu : Toulouse et Paris
ITrust cherche ses JEDI !
Start-up devenue grande, ITrust est le leader européen en Intelligence artificielle appliquée à la cybersécurité défensive : véritable incubateur de talents, ITrust est à la fois expert en sécurité (conseil, audit, RedTeam, MSSP, formation) et éditeur de logiciels innovants avec IKare (scanner de vulnérabilités) et Reveelium (SIEM détecteur d’attaques inconnues, APT (Advanced Persistent Threat) et comportements malveillants par Machine Learning).
Résolument tournée vers l’international ITrust poursuit son développement avec l’ouverture de 2 nouveaux terrains de jeux : une école, l’AN21 pour former de jeunes padawans et un centre de recherche en IA pour contrer la « Menace Fantôme ».
Véritable visionnaire, à l’image de sa direction et de ses collaborateurs l’entreprise est animée par la passion des sujets de la cybersécurité et de l’intelligence artificielle.
ITrust est une entreprise innovante qui propose un environnement de travail stimulant et dynamique au sein d’une équipe d’experts drivés par un sentiment de convivialité, de solidarité et de confiance. Ces derniers ont toutes les cartes en main pour servir leurs propres ambitions et celles de l’entreprise.
Au-delà de son département de Professional services, SOC (Security Operations Center) et de Recherche & Développement, ITrust c’est aussi et surtout une famille, à la recherche de ses futurs membres !

Vous serez amené à intervenir et à développer vos compétences sur les thématiques suivantes :",2.7,"ITrust
2.7",Toulouse,De 1 à 50 employés,2007,Entreprise non cotée en bourse,Services informatiques,Informatique,Moins d''un million de dollars US
Data Scientist H/F,40 k € - 45 k € (Esti. de Glassdoor),"Description du poste
Le pôle Debt Optimisation & Distribution comprend plusieurs missions :

Les équipes d’Origination sont en charge, pour les clients Corporate et institutions financières, de l’Origination, de la structuration et de l’arrangement des crédits syndiqués et bilatéraux à moyen et long termes ;
Les équipes de distribution sont en charge de la distribution sur les marchés primaires et secondaires de tous les crédits syndiqués arrangés par crédit Agricole CIB (aussi bien les financements Corporate que les financements structurés/spécialisés arrangés par les autres métiers de financement de la Banque) ;",3.7,"Crédit Agricole CIB
3.7",Montrouge,De 5 001 à 10 000 employés,1885,Entreprise cotée en bourse,Investissements bancaires et gestion d''actifs,Finances,Plus de 10 milliards de dollars US
Research Data Scientist,40 k € - 45 k € (Esti. de Glassdoor),"The Infrastructure Quantitative Engineering group is responsible for the strategic analysis to support and enable the continued growth critical to Facebook’s infrastructure organization. We are applied quantitative and computational experts using math, statistics and machine learning to measure & optimize cost, performance, reliability and efficiency of Facebook’s infrastructure & global telecom systems to deliver the best experience to our global audience. The ideal candidate will be passionate about Facebook, have strong analytical and modeling aptitude and has experience using data to drive cost effective decision making.


Research Data Scientist Responsibilities:",4.3,"Facebook App
4.3",Télétravail,Plus de 10 000 employés,2004,Entreprise cotée en bourse,Internet,Informatique,Entre 5 et 10 milliards de dollars US
"Data Scientist, Product Analytics",40 k € - 45 k € (Esti. de Glassdoor),"As a Data Scientist at Facebook, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use data and analysis to identify and solve product development’s biggest challenges. You will influence product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Facebook, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.Product leadership: You will use data to shape product development, quantify new opportunities, identify upcoming challenges, and ensure the products we build bring value to people, businesses, and Facebook. You will help your partner teams prioritize what to build, set goals, and understand their product’s ecosystem.Analytics: You will guide teams using data and insights. You will focus on developing hypotheses and employ a diverse toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches to test them.Communication and influence: You won’t simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner.",4.3,"Facebook App
4.3",Télétravail,Plus de 10 000 employés,2004,Entreprise cotée en bourse,Internet,Informatique,Entre 5 et 10 milliards de dollars US
Data Scientist (H/F),40 k € - 45 k € (Esti. de Glassdoor),"Date Limite Candidature : lundi 14 mars 2022
Assurez-vous que votre profil candidat soit correctement renseigné avant de postuler. Les informations de votre profil complètent celles associées à chaque candidature. Afin d’augmenter votre visibilité sur notre Portail Emploi et ainsi permettre aux recruteurs de consulter votre profil candidat, vous avez la possibilité de déposer votre CV dans notre CVThèque en un clic !
Informations générales
Référence : UMR6205-EVAGOU-001
Lieu de travail : VANNES
Date de publication : lundi 21 février 2022
Type de contrat : CDD Scientifique
Durée du contrat : 24 mois
Date d'embauche prévue : 1 avril 2022
Quotité de travail : Temps complet
Rémunération : 2100 et 2400 €
Niveau d'études souhaité : Bac+5
Expérience souhaitée : Indifférent
l'évaluation d'indicateurs techniques permettant d'expliquer les variations des
actifs étudiés.
évolutions à court et moyen terme.
les modèles de gestions d'actifs développés.
sur les marchés de cryptomonnaies sous des délais courts (de l'ordre d'une
dizaine de secondes), et ce, en s'adaptant aux données observées en continue.
de machine learning ;
sein du laboratoire LMBA (Vannes).",3.8,"CNRS
3.8",Vannes,Plus de 10 000 employés,1939,Enseignement supérieur/universitaire,Organismes fédéraux,Gouvernement,Entre 50 et 100 millions de dollars US
Data Scientist,40 k € - 45 k € (Esti. de Glassdoor),"Missions et responsabilités
Vous effectuez des missions à forte valeur ajoutée au sein de dispositifs pluridisciplinaires (Ingénieur, Data Scientist, Architecte, Chef de projet, Formateur, etc.)
Vous intervenez en AMOA et MOE sur des projets majeurs de transformation des usages de la Business Intelligence et/ou Data Science de nos clients.
Au sein d’une équipe solidaire, dynamique et audacieuse, selon vos compétences et vos appétences, vous participerez ou prendrez le lead sur :",-1,DATATORII,France,-1,-1,-1,-1,-1,-1
Data Scientist,40 k € - 45 k € (Esti. de Glassdoor),"We believe in a world where all cars are shared. Carsharing empowers people to get going in a smarter, easier way, while also having a positive impact on the environment and making cities more liveable. It’s this vision that propels us forward and inspires us to think even bigger.
Since April 2019, Drivy is now part of Getaround. Together, we’re the world's leading carsharing platform with a community of more than 5 million users sharing over 11,000 connected cars across 7 countries.
Our team is collaborative, positive, curious, and engaged. We think fast, work smart, laugh often, and are looking for like-minded people to join us in our mission to disrupt car ownership and make cities better.
Your mission",3.5,"Getaround
3.5",Paris,Entre 201 et 500 employés,2009,Entreprise non cotée en bourse,Internet,Informatique,Entre 25 et 50 millions de dollars US
