Job Title,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,Employer Provided,min salary,max salary,avg salary,State,Age,Python,R,SQL,Machine Learning,Big Data,Statistique,Math,Master,AWS
Data Scientist Computer Vision (F/M/X) - CDI,"Jellysmack is the global creator company that detects and develops the world's most talented video creators on social media. We're an optimistic crew who naturally goes the extra mile, has a glass-half-full mindset, and sees challenges as opportunities. We look for positive people who think outside the box, are inventive, bold, lead change, and believe that teamwork matters.
Team culture:
Our job is to take numbers and turn them into reasons to celebrate! Data drives everything we do at Jellysmack and is thus essential to the company. Data is at the heart of our success, and it drives the content we create and how we edit videos so we can optimize everything we publish. Everyone on our team is capable of going above and beyond the call of duty. Our goal is to gather and analyze data to help the company grow. Do you have what it takes to be part of our team?",4.1,"Jellysmack
",France,De 501 à 1 000 employés,2016,Entreprise non cotée en bourse,Internet,Informatique,Ne sait pas / non applicable,0,0,32,42,37.0,France,6,0,0,0,0,0,0,0,0,0
Data Scientist Climat H/F,"Le Groupe
Generali, l’un des leaders mondiaux de l’assurance, accompagne plus de 65 millions de clients à travers le monde.
Qu’ils soient particuliers, professionnels ou entreprises, nous proposons à nos clients une gamme de solutions d’assurance flexibles et durables, qui protègent les biens comme les personnes, en local comme à l’international.
Le Groupe Generali joue un rôle actif dans la création d’un avenir durable. Tout en poursuivant un objectif de développement économique, Generali œuvre pour l’amélioration continue des conditions économiques, sociales et environnementales des parties prenantes avec lesquelles il interagit. Notamment, le Groupe incite ses parties prenantes à une pleine conscience de l’impact des risques liés au changement climatique qui pèse sur tous les pans de l’activité.",3.7,"Generali
",Saint-Denis,Plus de 10 000 employés,1831,Entreprise cotée en bourse,Sociétés d''assurance,Assurance,Plus de 10 milliards de dollars US,0,0,32,42,37.0,Saint-Denis,191,0,0,0,0,0,0,0,0,0
Airbus Atlantic - Analyste décisionnel - Data Analyst - Industrie du Futur (H/F),"Job Description:
Vous êtes à la recherche d'un nouveau challenge ?
Vous avez la volonté d'être moteur dans le processus de transformation du secteur Aéronautique en vue de préparer l'avion de demain ? Rejoignez l'industrie du Futur Airbus Atlantic !
L'ambition est de préparer notre Industrie pour le futur avion décarboné en réponse aux enjeux environnementaux et de compétitivité que porte Airbus Atlantic.
Un poste de Data Analyst (H/F) vient de s'ouvrir au sein d'Airbus Atlantic, basé à Toulouse.
Vous rejoindrez le département Digital Transformation Office (DTO) pour travailler dans le cadre du programme « Industrie du Futur ». Notre activité s'axe autour de la data intelligence et de la digitalisation des processus industriels.


Airbus Atlantic
Permanent Contract / CDI / Unbefristet / Contrato indefinido
Professional / Expérimenté(e) / Professionell / Profesional
Information Mgmt and Digital Technology <JF-IM-DI>",4.1,"Airbus
",Toulouse,Plus de 10 000 employés,1970,Entreprise cotée en bourse,Aérospatiale et Défense,Aérospatiale et Défense,Plus de 10 milliards de dollars US,0,0,32,42,37.0,Toulouse,52,0,1,0,0,0,0,0,0,0
Agronomical Data Analyst Scientist (F/M) - France or Hungary,"Chez Bayer nous sommes des visionnaires motivés pour résoudre les défis de notre époque. Nous œuvrons pour un monde où La santé pour tous, la faim pour personne n’est plus un rêve, mais bien une possibilité. Nous agissons avec énergie, curiosité et un engagement absolu, en apprenant en permanence grâce à l’éclairage unique de ceux qui nous entourent, en élargissant notre réflexion, en développant nos compétences et en redéfinissant le champ des possibles. Il y a tellement de raisons de nous rejoindre. Vous avez envie d’une carrière pleine de sens, aux horizons diversifiés ? Vous souhaitez rejoindre une communauté qui se distingue par les esprits les plus brillants afin de contribuer au changement ? Le choix est simple !",4.1,"Bayer
",Peyrehorade,Plus de 10 000 employés,1863,Entreprise non cotée en bourse,Biotechnologies et pharmaceutique,Biotechnologies et pharmaceutique,Plus de 10 milliards de dollars US,0,0,32,42,37.0,Peyrehorade,159,0,0,0,0,0,0,0,0,0
Artificial Intelligence & Machine Learning Data Scientist,"Artificial Intelligence & Machine Learning Data Scientist
Clamart - France

Job Title:
Artificial Intelligence & Machine Learning Data Scientist

Location:",3.8,"Schlumberger
",Clamart,Plus de 10 000 employés,1926,Entreprise cotée en bourse,Services pétroliers et gaziers,"Pétrole, gaz, énergie et services publics",Plus de 10 milliards de dollars US,0,0,32,42,37.0,Clamart,96,0,0,0,1,0,0,0,0,0
Data Scientist junior H/F,"Systèmes d'Information
PARIS LA DEFENSE-TOUR INITIALE(FRA)
France
Description du poste


TotalEnergies recherche un(e) Data Scientist junior. Le poste est basé à La Défense.
Pour réussir à intégrer les métiers de l’électricité et des énergies renouvelables, TotalEnergies a créé une nouvelle entité OneTech qui regroupe l'ensemble des expertises techniques et de R&D des branches (Exploration & Production, Raffinage Chimie, Marketing & Services et Gas, Renewables & Power). Avec près de 3 400 ingénieurs et techniciens répartis sur plusieurs sites en Europe, OneTech est organisé autour de 3 pôles, un pôle industriel pour accompagner la croissance de la Compagnie dans le gaz, les énergies renouvelables, l’électricité et la réduction des émissions de CO2, un pôle Recherche & Développement pour poursuivre la transformation de TotalEnergies en donnant la priorité au mix bas carbone et un pôle fonctions supports.

Dans un contexte de mutation technologique rapide et de transformation digitale de la Compagnie , vous serez amené à coordonner des activités récurrentes (réception, chargement, recherche et mise à disposition de données), à assurer le suivi technique de bases de données et à optimiser et automatiser des workflows au large périmètre des données industrielles. Vous serez moteur pour assurer la transformation digitale.

Rattaché (e ) au responsable d’équipe Technical Document, au sein d’une équipe d’environ dix personnes travaillant sur des projets Data Sciences, vos principales missions sont les suivantes :",4.0,"TotalEnergies
",Paris,Plus de 10 000 employés,1924,Entreprise cotée en bourse,Énergie,"Pétrole, gaz, énergie et services publics",Entre 25 et 50 millions de dollars US,0,0,32,42,37.0,Paris,98,0,1,0,0,0,0,0,0,0
Apprentie Data Scientist,"FIRMENICH est la plus grande entreprise familiale dans le domaine de la création de parfums et arômes alimentaires. Société suisse de dimension internationale notre passion pour les parfums et les arômes, notre créativité et notre innovation, associés à notre compréhension des perceptions sensorielles et des tendances ont fait notre réputation. Nos importants investissements en R&D nourrissent notre désir de comprendre, partager et réinventer le meilleur de ce que la nature nous offre dans le domaine des arômes et des parfums.

FIRMENICH emploie environ 10 000 personnes dans le monde dans 64 pays.

Firmenich recherche,

un(e) Alternant(e) Data Scientist

à compter de Septembre 2022 basé à Neuilly-sur-Seine

Type de contrat Apprentissage

Durée 24 mois

Localisation 41-43 rue de Villiers 92200 Neuilly-sur-Seine

Key Responsabilities

We value

Vous êtes reconnu comme une personne autonome, agile et allant de l’avant. Vous êtes reconnue comme une personne enthousiaste, avec un relationnel facile. Grâce à votre rigueur et le respect des règles et consignes, vous apprenez vite. Vous aimez apprendre seul, vous aimez suivre des protocoles.

Vous savez apporter des idées nouvelles, en respectant la forme et le fond.

Vos premiers stages ont confirmé votre intérêt pour le secteur BtoB et/ou BtC international et vous ont déjà permis de développer vos connaissances et votre motivation pour les métiers des Achats.


Profil

Master 1 Statistique biologie, Science
Anglais, Fluent

We offer

Firmenich Paris recense une communauté de 350 collaborateurs engagés, passionnés par leur métier, experts et aimant le partage de leur savoir-faire.

Notre communauté de salariés est très engagée sur les thématiques du développement durable, de la diversité et l’inclusion ainsi que les droits humains.

En tant qu’alternant chez Firmenich vous participerez à un parcours d’excellence, inspirant facilitant l’employabilité. Vous allez vous créer un réseau international en rejoignant un groupe de 30 alternants au sein d’une entreprise où le partage du savoir-faire est la clé de notre succès.

Durant votre apprentissage vous serez accompagné d’un tuteur expert qui aura pour rôle de vous former et de vous guider tout au long de votre intégration.

Nous offrons à nos salariés de nombreux avantages (Parking, carte tickets restaurants, télé travail, participation etc...)

#LI-FIR1",3.7,"Firmenich
",Paris,De 5 001 à 10 000 employés,1895,Entreprise non cotée en bourse,"Magasins de chaussures, de vêtements et grands magasins",Vente au détail,Entre 2 et 5 milliards de dollars US,0,0,32,42,37.0,Paris,127,0,1,0,0,0,1,0,1,0
Data Scientist H/F,"nöus
umlaut, part of Accenture, est un partenaire mondial de bout en bout de 5000 personnes qui offre des services complets dans tous les secteurs d'activité et qui met en œuvre ses capacités de conseil et de réalisation interdisciplinaires et collaboratives pour améliorer le sort de ses clients et - en plus de cela - pour ajouter de la valeur, de la qualité et de l'attention à leurs organisations et à leurs produits.
notre öffre
vous participerez à la définition et au développement de nouveaux concepts et outils utilisés dans le traitement automatique et l'analyse des big data. Vous serez chargé(e) de :",3.7,"umlaut
",Blagnac,De 1 001 à 5 000 employés,1996,Entreprise non cotée en bourse,Conseils,Services aux entreprises,Ne sait pas / non applicable,0,0,32,42,37.0,Blagnac,26,0,0,0,0,1,0,0,0,0
Data analyste,"Description
vrai plus, c’est que cette communauté est sans frontières ! Nos collaborateurs travaillent au quotidien avec tous les métiers et avec notre réseau international. Et pour être au top de l’innovation, on a ce qui se fait de mieux en matière d’environnement de travail et d’outils technos : datalab, delta room, intelligence artificielle, machine learning…
Résultats ? Une activité multipliée par 2 en 3 ans (et ce n’est pas fini), une expertise reconnue et une position de leader en France.
Bienvenue au cœur du big bang !
Le Centre de Services Data Management
Tu souhaites monter en compétences sur le traitement de datas ? Et si tu rejoignais le centre dédié à l’analyse de données/data management de PwC ?

L’équipe SODA basée à Montpellier est un Centre de Services Data Management d’une cinquantaine de collaborateurs en période de pic d’activité pour une moyenne de 40 à 45 collaborateurs, principalement composée Data Analystes et complétée par des développeurs de haut niveau.
Tout au long de l’année, SODA accompagne les équipes Audit PwC dans l’efficacité et la qualité des missions en proposant des services de traitement des données.",3.9,"PwC
",Montpellier,Plus de 10 000 employés,1998,Entreprise non cotée en bourse,Conseils,Services aux entreprises,Entre 5 et 10 milliards de dollars US,0,0,32,42,37.0,Montpellier,24,0,1,0,1,0,0,0,0,0
Analyste données Énergie F/H,"Etablissement :
Enercoop National
Type de contrat :
CDI
Temps de travail :
Temps plein
Lieu
Paris
€
Salaire
2600 € - 3000 € / mois",-1.0,Enercoop,Paris,-1,-1,-1,-1,-1,-1,0,0,32,42,37.0,Paris,-1,0,0,0,0,0,0,0,0,0
Data Scientist H/F,"Toulouse
CDI
Description du poste
Vous cherchez à rejoindre une équipe dynamique sur Toulouse ? Travailler dans un environnement Start Up avec les avantages d’une structure en pleine croissance telle que SOLUTEC ? Alors ce poste est fait pour vous !
Nous recherchons pour notre agence Toulousaine un(e) Data Scientist. Vous aurez pour missions :
Collecte des besoins des équipes métiers en termes d’analyse de données pertinentes pour l’entreprise
En tant que consultant, votre rôle comprendra également des aspects plus globaux, comme la veille technologique et le conseil auprès du client sur de nouveaux outils.
Issu(e) d'une formation ingénieur ou d'un cursus universitaire (Bac+4 /Bac+5, vous avez un vrai attrait pour les données. Vous avez dans l'idéal une bonne connaissance sur le langage Python (et/ou R). Attrait pour la Business Intelligence et les outils type Talend, Power BI, Qliksense, Tableau etc.",3.2,"Solutec
",Toulouse,De 1 001 à 5 000 employés,1991,Services informatiques,Informatique,Entre 50 et 100 millions de dollars US,-1,0,0,32,42,37.0,Toulouse,31,1,1,0,0,0,0,0,0,0
Data Scientist - FRANFINANCE-(H/F),"Vos missions au quotidien
Au sein de la Direction Datascience Marketing et Modélisation de la Division du Financement aux Particuliers, qui produit et distribue des crédits et des services auprès de particuliers en direct ou par l’intermédiaire de partenaires (distributeurs, assureurs, banquiers et fintech), vous rejoignez le pôle Datascience et Risque en tant que Data Scientist.
Le Data Scientist aura la charge de :
Assurer et faire évoluer nos reportings distribués aux différentes directions de FRANFINANCE (risque, finance, recouvrement, marketing) et à nos partenaires",3.7,"Franfinance
",Nanterre,Plus de 10 000 employés,1864,Entreprise non cotée en bourse,Investissements bancaires et gestion d''actifs,Finances,Plus de 10 milliards de dollars US,0,0,32,42,37.0,Nanterre,158,0,1,0,0,0,0,0,0,0
Data Scientist_Machine Learning Engineer,"Job ID: 16323
Lieu: Toulouse, FR
Vitesco Technologies est un des principaux équipementiers internationaux, spécialisé dans le développement et la fabrication de technologies de propulsion de pointe pour une mobilité durable. Avec des solutions systèmes intelligents et des composants pour les véhicules électriques, hybrides et thermiques, Vitesco Technologies contribue à rendre la mobilité propre, efficace et abordable. La gamme de produits comprend des moteurs électriques, des systèmes de contrôle électroniques, des capteurs, des actionneurs ainsi que des solutions de post-traitement des gaz d’échappement. En 2020, Vitesco Technologies a enregistré environ 8 milliards d’euros de ventes et emploie près de 40 000 personnes dans environ 50 sites dans le monde.",3.4,"Vitesco Technologies
",Toulouse,Plus de 10 000 employés,2021,Entreprise cotée en bourse,Fabrication d''équipement de transport,Fabrication,Entre 5 et 10 milliards de dollars US,0,0,32,42,37.0,Toulouse,1,0,1,0,0,0,0,0,0,0
Data Scientist - Énergies Renouvelables,"MP DATA est une société d'experts dans la Data qui accompagne ses clients industriels sur des projets d'IA ambitieux et innovants.
MP DATA, recrute un(e) Data Scientist (H/F) pour travailler pour ses clients dans le secteur des énergies renouvelables.
A ce titre, vos missions seront les suivantes :
- Manager les différents flux de données
- Développer des algorithmes de machine learning en Python
- Suivre et améliorer la performance de vos modèles",-1.0,MP DATA,Boulogne-Billancourt,-1,-1,-1,-1,-1,-1,0,0,32,42,37.0,Boulogne-Billancourt,-1,1,0,0,1,0,0,0,0,0
Audio data scientist,"Vous aimez les nouvelles technologies et les technologies audio en particulier? Venez rejoindre une équipe d’experts de haut niveau appliquant les technologies de machine learning pour le traitement sonore.
Afin de développer son offre d’application d’outils de reconnaissance sonore, Wavely recherche un data scientist pour rejoindre son équipe technique. Celle-ci est dédiée au développement d’algorithmes de reconnaissance et de classification automatique des signaux sonores pour les intégrer au sein de capteurs acoustiques. Au sein de cette équipe :
Vous développez des outils de traitement du signal temps-réel pour la détection et la classification d’événements acoustiques.",4.5,"Wavely SAS
",Villeneuve-d'Ascq,De 1 à 50 employés,2016,Entreprise non cotée en bourse,Solutions logicielles et réseau d''entreprise,Informatique,Ne sait pas / non applicable,0,0,32,42,37.0,Villeneuve-d'Ascq,6,0,0,0,1,0,0,0,0,0
Data Scientist - Open-Data Miner,"Location
75001 PARIS
France
Job type
Contrat à Durée Indéterminée
Company
Founded in 2014, Deepki supports real estate players in their transition to net zero and sustainability. To achieve this transition towards sustainability, Deepki helps realign stakeholders’ interests to build efficient strategies and transform real estate into a positive force for the planet.
Deepki is the only company offering a fully populated ESG data intelligence platform combined with expert advisory services. The company’s end-to-end solutions leverage data to improve ESG performance and enhance the value of real estate assets.",4.5,"DEEPKI
",Paris,De 51 à 200 employés,2014,Matériel et logiciels informatiques,Informatique,Ne sait pas / non applicable,-1,0,0,32,42,37.0,Paris,8,0,1,0,0,0,0,0,0,0
Data Scientist,"Gather and analyze customer needs to propose solutions
Conduct statistical studies
Conduct research to propose new machine learning models to improve the results of predictive and imaging models
Work with all team members to prototype and develop new services
Provide deliverables such as PoCs, presentations, and technical papers.
yöu
Master's degree in engineering, computer science, statistics or mathematics.",3.7,"umlaut AG
",Toulouse,De 1 001 à 5 000 employés,1996,Entreprise non cotée en bourse,Conseils,Services aux entreprises,Ne sait pas / non applicable,0,0,32,42,37.0,Toulouse,26,0,0,0,1,0,1,1,1,0
DATA SCIENTIST CYBERSECURITE H/F,"Contrat : CDI
Rémunération : Selon profil
Lieu : Toulouse et Paris
ITrust cherche ses JEDI !
Start-up devenue grande, ITrust est le leader européen en Intelligence artificielle appliquée à la cybersécurité défensive : véritable incubateur de talents, ITrust est à la fois expert en sécurité (conseil, audit, RedTeam, MSSP, formation) et éditeur de logiciels innovants avec IKare (scanner de vulnérabilités) et Reveelium (SIEM détecteur d’attaques inconnues, APT (Advanced Persistent Threat) et comportements malveillants par Machine Learning).
Résolument tournée vers l’international ITrust poursuit son développement avec l’ouverture de 2 nouveaux terrains de jeux : une école, l’AN21 pour former de jeunes padawans et un centre de recherche en IA pour contrer la « Menace Fantôme ».
Véritable visionnaire, à l’image de sa direction et de ses collaborateurs l’entreprise est animée par la passion des sujets de la cybersécurité et de l’intelligence artificielle.
ITrust est une entreprise innovante qui propose un environnement de travail stimulant et dynamique au sein d’une équipe d’experts drivés par un sentiment de convivialité, de solidarité et de confiance. Ces derniers ont toutes les cartes en main pour servir leurs propres ambitions et celles de l’entreprise.
Au-delà de son département de Professional services, SOC (Security Operations Center) et de Recherche & Développement, ITrust c’est aussi et surtout une famille, à la recherche de ses futurs membres !

Vous serez amené à intervenir et à développer vos compétences sur les thématiques suivantes :",2.7,"ITrust
",Toulouse,De 1 à 50 employés,2007,Entreprise non cotée en bourse,Services informatiques,Informatique,Moins d''un million de dollars US,0,0,32,42,37.0,Toulouse,15,0,1,0,1,0,0,0,0,0
Data Scientist (H/F),"D'abord qui
Curieux
Méthodique
Attentif aux détails
Engagé
Ensuite quoi
Missions
Identifier les besoins et problématiques
Collecter et traiter les données
Modélisations statistiques",3.9,"Extia
",Strasbourg,De 1 001 à 5 000 employés,2007,Entreprise non cotée en bourse,Conseils,Services aux entreprises,Entre 100 et 500 millions de dollars US,0,0,32,42,37.0,Strasbourg,15,0,0,0,0,0,1,0,0,0
Data Analyst,"Parmi les missions qui vous seront confiées :
La construction et la présentation d’études statistiques et marketing ;
Le traitement et l’exploitation des données issues de nos systèmes de comptages, captation, intégration et croisement avec des données de sources externes ;
Le développement d’indicateurs pertinents facilitant la prise de décision de nos clients (fréquentations, parcours clients, retours sur investissements, optimisation des espaces et parcours …) ;
L’amélioration continue de nos outils de détection d’anomalies afin de garantir à nos clients des données de qualité ;
Participations aux projets de développement informatiques des logiciels de contrôle et d’analyse de données clients (définition du besoin et recette) ;
D’une manière générale, participer au développement de nos services data orientés clients leur apportant les indicateurs clés et l’analyse prédictive facilitant leur prise de décision en matière commerciale, marketing et de développement.
Exploitation de base de données
Excellentes capacités analytiques et bases statistiques
Maîtrise d’outils analytiques types SAS, R, Python …
Capacité à participer à des projets d’évolutions des applications clients et de migration de systèmes d’information
Esprit d’équipe (vous aimez partager, former, assister)
Force de proposition, curiosité d’esprit,
Bonne communication écrite et orale
Excel, VBA, Powerpoint,
Orientation client avec une bonne sensibilité marketing pour un bonne compréhension des besoins et enjeux clients (Directions et Directions marketing) et marchés
Collaboration étroite avec tous les services internes (Développement logiciel, SAV, Direction)
Et nos clients
Un master professionnel (ou équivalent) spécialisé en études statistiques et marketing, en data, ou une double formation informatique data et marketing.
Un anglais opérationnel facilitera votre progression professionnelle dans la société ou le Groupe (France et international)
holacratino
Mutuelle prise en charge à 75% par l'entreprise
tickets restaurants (6€/ jour - pris en charge à 50%)
Intéressement",-1.0,Quantaflow,Honfleur,De 51 à 200 employés,1996,Entreprise non cotée en bourse,-1,-1,-1,0,0,32,42,37.0,Honfleur,26,1,1,0,0,0,1,0,1,0
Data Scientist (H/F),"Syngenta figure parmi les leaders mondiaux pour ses activités. Le groupe emploie plus de 28000 personnes dans plus de 90 pays qui n’ont qu’un seul objectif: exprimer le potentiel des plantes. Par nos capacités scientifiques de premier plan, notre présence mondiale et notre engagement en faveur des clients, nous aidons à accroître les rendements et la rentabilité des cultures, à protéger l’environnement et à améliorer la santé et la qualité de vie.
Plus d’informations sur www.syngenta.com
Nous recherchons un(e) Data Scientist, pour rejoindre l’équipe Support Commercial et Planning dans le cadre d’un CDI. Nous vous attendons pour un démarrage dans les meilleurs délais. Le poste est localisé à Guyancourt (station Saint Quentin en Yvelines, RER C, Ligne U et N).",4.2,"Syngenta
",Guyancourt,Plus de 10 000 employés,2000,Entreprise non cotée en bourse,Production alimentaire,Agriculture et sylviculture,Entre 10 et 25 millions de dollars US,0,0,32,42,37.0,Guyancourt,22,0,1,0,0,0,0,0,0,0
"Data Scientist, Product Analytics","As a Data Scientist at Facebook, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use data and analysis to identify and solve product development’s biggest challenges. You will influence product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Facebook, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.Product leadership: You will use data to shape product development, quantify new opportunities, identify upcoming challenges, and ensure the products we build bring value to people, businesses, and Facebook. You will help your partner teams prioritize what to build, set goals, and understand their product’s ecosystem.Analytics: You will guide teams using data and insights. You will focus on developing hypotheses and employ a diverse toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches to test them.Communication and influence: You won’t simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner.",4.3,"Facebook App
",Télétravail,Plus de 10 000 employés,2004,Entreprise cotée en bourse,Internet,Informatique,Entre 5 et 10 milliards de dollars US,0,0,32,42,37.0,Télétravail,18,0,1,0,0,0,0,0,0,0
Senior Data Scientist & Machine Learning Engineer H/F,"Experience
3 to 5 years
Related jobs
Programming
Industries
Digital / E-commerce, Recruitment / Training
Remote work type",4.6,"JobTeaser
",Paris,Entre 201 et 500 employés,2008,Inconnu,Internet,Informatique,Ne sait pas / non applicable,0,0,32,42,37.0,Paris,14,0,1,0,0,0,0,0,0,0
Data Scientist H/F,"Description du poste
Le pôle Debt Optimisation & Distribution comprend plusieurs missions :

Les équipes d’Origination sont en charge, pour les clients Corporate et institutions financières, de l’Origination, de la structuration et de l’arrangement des crédits syndiqués et bilatéraux à moyen et long termes ;
Les équipes de distribution sont en charge de la distribution sur les marchés primaires et secondaires de tous les crédits syndiqués arrangés par crédit Agricole CIB (aussi bien les financements Corporate que les financements structurés/spécialisés arrangés par les autres métiers de financement de la Banque) ;",3.7,"Crédit Agricole CIB
",Montrouge,De 5 001 à 10 000 employés,1885,Entreprise cotée en bourse,Investissements bancaires et gestion d''actifs,Finances,Plus de 10 milliards de dollars US,0,0,32,42,37.0,Montrouge,137,0,0,0,0,0,0,0,0,0
Data Analyst-FIAT,"Binance is the global blockchain company behind the world’s largest digital asset exchange by trading volume and users, serving a greater mission to accelerate cryptocurrency adoption and increase the freedom of money.

Are you looking to be a part of the most influential company in the blockchain industry and contribute to the crypto-currency revolution that is changing the world?
Responsibilities:
Working closely with different stakeholders (e.g. Operation, Business, Product, etc.) to develop analyses that lead to actionable business or product insights",3.8,"Binance
",Paris,De 1 001 à 5 000 employés,2017,Entreprise non cotée en bourse,Internet,Informatique,Entre 500 millions et 1 milliard $ (USD),0,0,32,42,37.0,Paris,5,0,1,0,0,0,0,0,0,0
Data Scientist,"Stuart (DPD Group) is a sustainable last-mile logistics company that connects retailers and e-merchants to a fleet of geolocalised couriers across several countries in Europe.

Our Mission
We are an impact-driven company that aims to build the future of logistics for a more sustainable world: shared, efficient and reliable. We are committed to creating a new standard for urban deliveries that meet today’s environmental and social challenges while offering a premium delivery experience blending speed, flexibility and convenience.

Our motto: “Make every delivery a moment all of us can truly celebrate!” More than 3000+ leading brands already partner with us across Restaurants, Grocery, Retail & Luxury, eCommerce and Professional Services to deliver all types of goods at the tap of a button. Stuart is a highly diverse and inclusive company of 600+ talents from 90+ countries working in Paris , London , Barcelona, Madrid , Poland , Portugal and remotely around the world",4.4,"Stuart
",Télétravail,De 501 à 1 000 employés,2015,Entreprise non cotée en bourse,Internet,Informatique,Ne sait pas / non applicable,0,0,32,42,37.0,Télétravail,7,0,1,0,0,0,0,0,0,0
Data Scientist & Mapping Specialist (m/f),"Job Description:
Job description
Embedded in the Geospatial Solution Development team, the Data Scientist & Mapping is responsible for the end-to-end development, specification, monitoring and maintenance of satellite data science workflows and processing algorithms/ analytics, addressing diverse use cases in multiple verticals market. This position is open in TOULOUSE, France.
As Data Scientist & Mapping Specialist you will define and deliver the foundation layers of the 2D and 3D environment, generate topographic maps and vector database leveraging high-end satellite data and derive thematic maps such as aeronautical obstacles, land use to fuel our existing and future geospatial solutions addressing commercial and defence use cases (air mobility, low level flights, simulation, eTOD, land management, urban planning, green islands, environmental impact assessment & monitoring, etc..
Airbus DS Geo SA
Permanent Contract / CDI / Unbefristet / Contrato indefinido
Professional / Expérimenté(e) / Professionell / Profesional
Information Mgmt and Digital Technology <JF-IM-DI>",4.1,"Airbus
",Toulouse,Plus de 10 000 employés,1970,Entreprise cotée en bourse,Aérospatiale et Défense,Aérospatiale et Défense,Plus de 10 milliards de dollars US,0,0,32,42,37.0,Toulouse,52,0,0,0,0,0,0,0,0,0
Senior Data Scientist,"Contrat
CDI
Localisation
Paris La Villette
Référence
R-24282
Catégorie
Bureaux",3.5,"Club Med
",La Villette,Plus de 10 000 employés,1950,Entreprise cotée en bourse,"Hôtels, motels et stations de tourisme",Voyages et tourisme,Entre 1 et 2 milliards de dollars US,0,0,32,42,37.0,La Villette,72,0,1,0,0,0,0,0,0,0
Data Scientist H/F,"Informations générales
Entité
Enedis est une entreprise de service public, gestionnaire du réseau de distribution d'électricité. Elle développe, exploite, modernise le réseau électrique et gère les données associées. Elle facilite la transition énergétique des territoires en les accompagnant dans le développement et la planification de leur production d'électricité d'origine renouvelable. Ses 39 000 collaborateurs assurent chaque jour les raccordements des clients, le dépannage 24h/24, le relevé des compteurs et toutes les interventions techniques.
Indépendante, Enedis délivre la même qualité de service aux fournisseurs d'énergie. Comme le prévoit la loi, elle a établi un code de bonne conduite auquel ses collaborateurs sont formés afin d'en respecter les principes et engagements au quotidien.
La DSI d'Enedis se positionne comme partenaire des métiers et cultive sa dimension entrepreneuriale et d'anticipation au service d'Enedis, de ses clients et des territoires. Elle propose une offre de services industrielle, performante et innovante, garantissant l'agilité du Système d'information dans un contexte de forte numérisation des métiers. Avec un effectif d'environ 600 collaborateurs, la DSI est au cœur des transformations d'Enedis. Engagée notamment dans l'essor des solutions SmartGrids, dans l'adaptation du Système d'Information à la transformation numérique ou dans le positionnement d'Enedis comme opérateur de données, la DSI met en œuvre de nombreux projets majeurs en lien avec les métiers concernés.",3.8,"Enedis
",Lyon,Plus de 10 000 employés,2008,Entreprise cotée en bourse,Énergie,"Pétrole, gaz, énergie et services publics",Plus de 10 milliards de dollars US,0,0,32,42,37.0,Lyon,14,0,0,0,0,0,0,0,0,0
Data Scientist Climat H/F,"Le Groupe
Generali, l’un des leaders mondiaux de l’assurance, accompagne plus de 65 millions de clients à travers le monde.
Qu’ils soient particuliers, professionnels ou entreprises, nous proposons à nos clients une gamme de solutions d’assurance flexibles et durables, qui protègent les biens comme les personnes, en local comme à l’international.
Le Groupe Generali joue un rôle actif dans la création d’un avenir durable. Tout en poursuivant un objectif de développement économique, Generali œuvre pour l’amélioration continue des conditions économiques, sociales et environnementales des parties prenantes avec lesquelles il interagit. Notamment, le Groupe incite ses parties prenantes à une pleine conscience de l’impact des risques liés au changement climatique qui pèse sur tous les pans de l’activité.",3.7,"Generali
",Saint-Denis,Plus de 10 000 employés,1831,Entreprise cotée en bourse,Sociétés d''assurance,Assurance,Plus de 10 milliards de dollars US,0,0,35,60,47.5,Saint-Denis,191,0,0,0,0,0,0,0,0,0
Data analyst / Data scientist / Freelance,"Intitulé de la mission : Data analyst / Data scientist Contexte : En relation directe avec les traders et les développeurs des automates de trading. Mission : Traitement de données : - Import - Cleaning - Processing Prérequis : - Bonne connaissance techniques en Python (Pandas, Numpy, Sklearn, Tensorflow, Jupyter Notebook) et plus généralement solides bases IT et idéalement des connaissances en C# - Anglais/français - Capacité à comprendre rapidement les instruments financiers Bonds, swaps, futurs, options - Réactivité, capacité à s'intégrer à un environnement front office exigeant et à échanger directement avec les traders",-1.0,Ela Technology,Île-de-France,Inconnu,2017,Entreprise non cotée en bourse,-1,-1,-1,0,0,35,60,47.5,Île-de-France,5,1,1,0,0,0,0,0,0,0
